"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.096853188E0,-1.264432192E0,-7.010315657E-1,-2.883625031E-1
7.101853188E0,-1.247223854E0,-7.264089584E-1,-6.324844360E-1
7.106853188E0,-1.081239223E0,-7.986077070E-1,-9.519481659E-1
7.111853188E0,-8.506365418E-1,-9.041750431E-1,-1.115470886E0
7.116853188E0,-6.568686366E-1,-7.450647354E-1,-1.031825066E0
7.121853188E0,-7.346972227E-1,-4.177251458E-1,-1.065546989E0
7.126853188E0,-9.233282208E-1,-8.631712198E-2,-1.159832001E0
7.131853188E0,-9.770313501E-1,1.905178428E-1,-1.257575989E0
7.136853188E0,-9.128366113E-1,3.899957538E-1,-1.444391251E0
7.141853188E0,-6.963599920E-1,4.201545119E-1,-1.677848816E0
7.146853188E0,-1.050528646E0,1.900091171E-1,-1.659604073E0
7.151853188E0,-8.993484378E-1,4.456204772E-1,-1.774057388E0
7.156853188E0,-6.411651373E-1,6.888415813E-1,-1.627405167E0
7.161853188E0,-3.752554059E-1,9.600099325E-1,-1.481378555E0
7.166853188E0,-2.117820084E-1,1.148899198E0,-1.376743317E0
7.171853188E0,-1.529171914E-1,1.282930970E0,-1.289596558E0
7.176853188E0,-2.724092305E-1,1.314708710E0,-1.173248291E0
7.181853188E0,-3.434547782E-1,1.304724097E0,-1.039250374E0
7.186853188E0,-3.276584744E-1,1.219866395E0,-9.219684601E-1
7.191853188E0,-2.768619359E-1,1.079535604E0,-8.205013275E-1
7.196853188E0,-2.252228856E-1,9.315122366E-1,-8.448047638E-1
7.201853188E0,-1.409546435E-1,7.895873189E-1,-1.003790855E0
7.206853188E0,-1.109514236E-1,5.919532776E-1,-1.260821342E0
7.211853188E0,1.072937250E-2,1.905979514E-1,-1.604545593E0
7.216853188E0,2.672873735E-1,-3.207483590E-1,-2.051120281E0
7.221853188E0,7.937867045E-1,-1.035964131E0,-2.616703510E0
7.226853188E0,1.325369835E0,-1.599435925E0,-3.191084385E0
7.231853188E0,1.735678434E0,-1.774696112E0,-3.678522110E0
7.236853188E0,1.739988923E0,-1.353164315E0,-4.051545620E0
7.241853188E0,8.865916729E-1,-1.869197935E-1,-3.977942467E0
7.246853188E0,-3.710507154E-1,1.014143586E0,-3.702471733E0
7.251853188E0,-1.306077003E0,1.663300514E0,-3.503995895E0
7.256853188E0,-1.551695347E0,1.607546687E0,-3.379824638E0
7.261853188E0,-1.441966295E0,1.163264275E0,-3.380143642E0
7.266853188E0,-1.104577899E0,6.092038155E-1,-3.390888691E0
7.271853188E0,-7.760289907E-1,1.147087514E-1,-3.330781460E0
7.276853188E0,-5.919272900E-1,-1.980410218E-1,-3.212449074E0
7.281853188E0,-5.454378128E-1,-2.698285282E-1,-3.070412159E0
7.286853188E0,-6.012762785E-1,-1.512527317E-1,-2.890118122E0
7.291853188E0,-7.163026333E-1,7.259875536E-2,-2.749985695E0
7.296853188E0,-8.299138546E-1,2.256939113E-1,-2.583960056E0
7.301853188E0,-9.329833388E-1,2.814962864E-1,-2.469588757E0
7.306853188E0,-1.012522578E0,2.591674328E-1,-2.402802944E0
7.311853188E0,-1.019514322E0,2.149235606E-1,-2.375931263E0
7.316853188E0,-9.181452990E-1,1.578407288E-1,-2.399418354E0
7.321853188E0,-7.884600163E-1,1.280629635E-1,-2.384076118E0
7.326853188E0,-6.636670828E-1,1.231638193E-1,-2.335903645E0
7.331853188E0,-5.403777361E-1,1.216038465E-1,-2.270725250E0
7.336853188E0,-4.344028533E-1,1.092894971E-1,-2.199055195E0
7.341853188E0,-3.115073442E-1,1.001537144E-1,-2.109239578E0
7.346853188E0,-1.639940739E-1,7.270503044E-2,-1.954086304E0
7.351853188E0,-1.082408428E-2,8.183130622E-2,-1.731272697E0
7.356853188E0,1.842105985E-1,1.044288427E-1,-1.492971420E0
7.361853188E0,3.735702038E-1,9.799985588E-2,-1.270990372E0
7.366853188E0,5.729678273E-1,8.138182759E-2,-1.037688255E0
7.371853188E0,7.449916005E-1,1.361544430E-2,-6.945667267E-1
7.376853188E0,9.368355870E-1,-5.499652773E-2,-3.058500290E-1
7.381853188E0,1.096279860E0,-8.511056751E-2,1.542911530E-1
7.386853188E0,1.206086636E0,-9.976794571E-2,7.140789032E-1
7.391853188E0,1.329060555E0,-1.845173240E-1,1.210352898E0
7.396853188E0,1.410081148E0,-2.947760522E-1,1.625069618E0
7.401853188E0,1.432715178E0,-4.342571199E-1,1.919320107E0
7.406853188E0,1.359286308E0,-5.292895436E-1,2.079326630E0
7.411853188E0,1.196333647E0,-5.450924635E-1,2.176645279E0
7.416853188E0,1.005321980E0,-5.516510010E-1,2.233132362E0
7.421853188E0,8.376176357E-1,-5.473273993E-1,2.213643074E0
7.426853188E0,7.135999203E-1,-5.484379530E-1,2.122453690E0
7.431853188E0,6.217410564E-1,-5.344905853E-1,1.978211403E0
7.436853188E0,5.253616571E-1,-4.934897125E-1,1.844214439E0
7.441853188E0,5.378931761E-1,-4.745880663E-1,1.769673347E0
7.446853188E0,6.094225645E-1,-4.607615471E-1,1.739608765E0
7.451853188E0,7.372490168E-1,-4.358761311E-1,1.719217300E0
7.456853188E0,9.268092513E-1,-4.183902740E-1,1.802399635E0
7.461853188E0,1.164153457E0,-3.990151882E-1,1.978575706E0
7.466853188E0,1.459418178E0,-4.305053949E-1,2.252987862E0
7.471853188E0,1.757447481E0,-4.587605298E-1,2.678238869E0
7.476853188E0,2.001940250E0,-5.033338070E-1,3.204648018E0
7.481853188E0,2.186030626E0,-5.801823139E-1,3.844175339E0
7.486853188E0,2.281141281E0,-7.565917373E-1,4.592050552E0
7.491853188E0,2.216547489E0,-1.012094259E0,5.421934128E0
7.496853188E0,1.925697327E0,-1.278070450E0,6.273795128E0
7.501853188E0,1.534991503E0,-1.539297462E0,7.051675797E0
7.506853188E0,1.092918396E0,-1.818433762E0,7.783383369E0
7.511853188E0,5.562561750E-1,-2.080291986E0,8.421795845E0
7.516853188E0,9.051859379E-2,-2.290727139E0,8.912764549E0
7.521853188E0,-3.727612495E-1,-2.431221247E0,9.222283363E0
7.526853188E0,-7.937998772E-1,-2.466937304E0,9.348628998E0
7.531853188E0,-1.122191429E0,-2.412667513E0,9.293009758E0
7.536853188E0,-1.297185540E0,-2.308086872E0,8.986452103E0
7.541853188E0,-1.245734096E0,-2.160220623E0,8.510620117E0
7.546853188E0,-1.000590801E0,-1.992285252E0,7.978647232E0
7.551853188E0,-5.993765593E-1,-1.832820415E0,7.416355133E0
7.556853188E0,-6.130725145E-2,-1.644512415E0,6.857245445E0
7.561853188E0,5.456395149E-1,-1.419537902E0,6.332277298E0
7.566853188E0,1.142259598E0,-1.195922375E0,5.888216972E0
7.571853188E0,1.730586052E0,-9.922955036E-1,5.402437210E0
7.576853188E0,2.277376175E0,-8.284622431E-1,4.886530876E0
7.581853188E0,2.776751518E0,-6.841251850E-1,4.336323738E0
7.586853188E0,3.233107328E0,-5.757229924E-1,3.810024261E0
7.591853188E0,3.576305389E0,-5.247361660E-1,3.340331078E0
7.596853188E0,3.799433708E0,-4.499269128E-1,2.949856758E0
7.601853188E0,3.913956165E0,-3.651692271E-1,2.574069023E0
7.606853188E0,3.949823380E0,-3.319734335E-1,2.183321953E0
7.611853188E0,3.885127068E0,-3.458638787E-1,1.752557755E0
7.616853188E0,3.755567551E0,-3.898239136E-1,1.280403137E0
7.621853188E0,3.524335384E0,-4.154146314E-1,8.358449936E-1
7.626853188E0,3.220973492E0,-4.305425286E-1,3.728189468E-1
7.631853188E0,2.857813358E0,-4.442483187E-1,-6.119441986E-2
7.636853188E0,2.505470514E0,-4.263811707E-1,-4.879846573E-1
7.641853188E0,2.192958832E0,-3.752918243E-1,-9.017877579E-1
7.646853188E0,1.921586514E0,-3.269850016E-1,-1.324897766E0
7.651853188E0,1.685143471E0,-2.820594013E-1,-1.734827042E0
7.656853188E0,1.450776339E0,-2.443450987E-1,-2.124796867E0
7.661853188E0,1.201706767E0,-1.944640875E-1,-2.451078415E0
7.666853188E0,1.000186920E0,-1.208477914E-1,-2.785926819E0
7.671853188E0,8.524270058E-1,-5.169489980E-2,-3.108393192E0
7.676853188E0,7.564648390E-1,1.613777876E-2,-3.399173737E0
7.681853188E0,7.228109241E-1,6.496724486E-2,-3.587348461E0
7.686853188E0,6.692892909E-1,8.045637608E-2,-3.774760246E0
7.691853188E0,5.769158006E-1,9.808117151E-2,-4.001888275E0
7.696853188E0,5.532241464E-1,1.196527928E-1,-4.131871700E0
7.701853188E0,5.402982235E-1,1.856858879E-1,-4.207215786E0
7.706853188E0,5.605959296E-1,2.623480856E-1,-4.328757286E0
7.711853188E0,5.721322298E-1,3.026993275E-1,-4.388126850E0
7.716853188E0,6.067506075E-1,3.590795696E-1,-4.473377228E0
7.721853188E0,6.471270323E-1,4.609106183E-1,-4.556502819E0
7.726853188E0,7.161430120E-1,5.478498340E-1,-4.624424934E0
7.731853188E0,8.513360023E-1,5.564786196E-1,-4.652109623E0
7.736853188E0,1.021581531E0,5.301694870E-1,-4.730827808E0
7.741853188E0,1.074432731E0,6.557173133E-1,-4.760628700E0
7.746853188E0,1.131580234E0,7.330899835E-1,-4.876387119E0
7.751853188E0,1.199339151E0,7.587749958E-1,-5.054434299E0
7.756853188E0,1.296928167E0,6.927317977E-1,-5.296499729E0
7.761853188E0,1.177060366E0,8.383607268E-1,-5.442234993E0
7.766853188E0,1.078716993E0,8.925075531E-1,-5.599697113E0
7.771853188E0,1.041594386E0,8.951197267E-1,-5.810599327E0
7.776853188E0,1.093075275E0,8.256677985E-1,-6.025936604E0
7.781853188E0,1.176052928E0,7.881450653E-1,-6.211680889E0
7.786853188E0,1.240500927E0,7.585147023E-1,-6.324504852E0
7.791853188E0,1.267612934E0,7.806380391E-1,-6.426382065E0
7.796853188E0,1.241185188E0,8.518964052E-1,-6.484387398E0
7.801853188E0,1.228578329E0,9.405555725E-1,-6.481890678E0
7.806853188E0,1.270513058E0,9.982900023E-1,-6.455292702E0
7.811853188E0,1.355371714E0,9.508909583E-1,-6.411607742E0
7.816853188E0,1.425686121E0,8.836580515E-1,-6.307751656E0
7.821853188E0,1.358392715E0,9.046090841E-1,-6.108808517E0
7.826853188E0,1.243250608E0,9.067963958E-1,-5.871632576E0
7.831853188E0,1.178047061E0,8.843672276E-1,-5.628373623E0
7.836853188E0,1.121126890E0,8.421264887E-1,-5.456110001E0
7.841853188E0,1.075048447E0,7.817191482E-1,-5.296433449E0
7.846853188E0,9.998272657E-1,7.061324120E-1,-5.067202568E0
7.851853188E0,8.476344347E-1,6.854350567E-1,-4.744126320E0
7.856853188E0,6.657280922E-1,6.739230156E-1,-4.310333729E0
7.861853188E0,5.097142458E-1,6.693762541E-1,-3.863790989E0
7.866853188E0,3.742176592E-1,6.460826397E-1,-3.447731018E0
7.871853188E0,2.208897173E-1,5.840651989E-1,-3.123834133E0
7.876853188E0,5.547344685E-2,5.614677668E-1,-2.847059727E0
7.881853188E0,-8.908790350E-2,5.610569119E-1,-2.580163956E0
7.886853188E0,-2.419374585E-1,5.873350501E-1,-2.294040203E0
7.891853188E0,-4.061064124E-1,6.411815286E-1,-1.969799519E0
7.896853188E0,-5.073492527E-1,6.979795694E-1,-1.623702049E0
7.901853188E0,-5.331349373E-1,7.287178040E-1,-1.292710304E0
7.906853188E0,-5.007947683E-1,7.342519164E-1,-1.023027420E0
7.911853188E0,-4.038551450E-1,7.363576889E-1,-7.777805328E-1
7.916853188E0,-2.705445290E-1,7.336182594E-1,-5.590467453E-1
7.921853188E0,-1.518088579E-1,7.299446464E-1,-3.765068054E-1
7.926853188E0,-2.898612618E-2,8.009795547E-1,-2.328710556E-1
7.931853188E0,7.460972667E-2,8.536823988E-1,-1.246547699E-1
7.936853188E0,1.793228984E-1,8.824852705E-1,-1.877689362E-2
7.941853188E0,2.798157632E-1,9.061394334E-1,1.030998230E-1
7.946853188E0,3.461203277E-1,9.296749830E-1,2.441358566E-1
7.951853188E0,3.626856506E-1,9.372456074E-1,4.901084900E-1
7.956853188E0,3.352273703E-1,9.141153693E-1,8.234577179E-1
7.961853188E0,1.964401454E-1,9.035466313E-1,1.256661415E0
7.966853188E0,-4.909411073E-2,8.728182316E-1,1.770327568E0
7.971853188E0,-3.883584142E-1,8.363294601E-1,2.296977997E0
7.976853188E0,-7.493689656E-1,7.430352569E-1,2.880187988E0
7.981853188E0,-1.099255323E0,6.934503317E-1,3.396624565E0
7.986853188E0,-1.419879436E0,6.653279662E-1,3.869583130E0
7.991853188E0,-1.711958408E0,6.982632279E-1,4.305417061E0
7.996853188E0,-1.988843441E0,7.873052359E-1,4.574973106E0
8.001853188E0,-2.262258291E0,9.228588939E-1,4.609127045E0
8.006853188E0,-2.470401525E0,1.031578183E0,4.539064407E0
8.011853188E0,-2.591908932E0,1.053745747E0,4.418812752E0
8.016853188E0,-2.636652470E0,1.070735812E0,4.310623169E0
8.021853188E0,-2.610137463E0,1.116895437E0,4.296068192E0
8.026853188E0,-2.471041679E0,1.156292200E0,4.524137497E0
8.031853188E0,-2.229603767E0,1.046203494E0,4.945890427E0
8.036853188E0,-1.972072601E0,8.675380945E-1,5.547971725E0
8.041853188E0,-1.807538271E0,6.677489281E-1,6.233110428E0
8.046853188E0,-1.767655492E0,4.637158513E-1,6.928772926E0
8.051853188E0,-1.772803068E0,2.402955294E-1,7.515367508E0
8.056853188E0,-1.872926593E0,1.722060144E-3,8.007083893E0
8.061853188E0,-2.040646791E0,-2.112587988E-1,8.307588577E0
8.066853188E0,-2.275536060E0,-3.877491057E-1,8.374795914E0
8.071853188E0,-2.526750088E0,-5.069921017E-1,8.220229149E0
8.076853188E0,-2.764213085E0,-5.826143026E-1,7.913374901E0
8.081853188E0,-2.889473677E0,-6.785971522E-1,7.491076469E0
8.086853188E0,-2.963481426E0,-7.693769932E-1,7.014844894E0
8.091853188E0,-2.987397909E0,-8.101812601E-1,6.553740501E0
8.096853188E0,-2.979955435E0,-7.956615686E-1,6.082293510E0
8.101853188E0,-2.929311991E0,-7.537572980E-1,5.606017113E0
8.106853188E0,-2.838287830E0,-7.060256600E-1,5.131952286E0
8.111853188E0,-2.745055199E0,-6.590414643E-1,4.714122772E0
8.116853188E0,-2.652159929E0,-6.245338917E-1,4.340741158E0
8.121853188E0,-2.576996088E0,-5.751687884E-1,4.038619995E0
8.126853188E0,-2.521752834E0,-5.717976093E-1,3.754310608E0
8.131853188E0,-2.472604752E0,-5.861911774E-1,3.537650108E0
8.136853188E0,-2.400059223E0,-6.445965767E-1,3.378377914E0
8.141853188E0,-2.349808216E0,-7.272332907E-1,3.254536629E0
8.146853188E0,-2.279310942E0,-8.145995736E-1,3.161026001E0
8.151853188E0,-2.256806135E0,-8.945162296E-1,3.069267273E0
8.156853188E0,-2.230476379E0,-9.451755881E-1,2.964369774E0
8.161853188E0,-2.175025940E0,-9.947156906E-1,2.836058617E0
8.166853188E0,-2.091655970E0,-1.032298684E0,2.687047005E0
8.171853188E0,-2.016840696E0,-1.043317676E0,2.475655556E0
8.176853188E0,-1.920835376E0,-1.069646597E0,2.277790070E0
8.181853188E0,-1.858869076E0,-1.088396549E0,2.121617317E0
8.186853188E0,-1.807603121E0,-1.088684678E0,1.971989632E0
8.191853188E0,-1.730584145E0,-1.066203833E0,1.833819389E0
8.196853188E0,-1.631329417E0,-1.035071611E0,1.682104111E0
8.201853188E0,-1.510550857E0,-9.714243412E-1,1.493171692E0
8.206853188E0,-1.354349613E0,-9.087613821E-1,1.215230942E0
8.211853188E0,-1.200229287E0,-8.542031050E-1,8.879928589E-1
8.216853188E0,-1.041231871E0,-7.942460775E-1,5.163087845E-1
8.221853188E0,-8.524785042E-1,-7.300158739E-1,6.622886658E-2
8.226853188E0,-7.018843889E-1,-6.470461488E-1,-3.995037079E-1
8.231853188E0,-5.545804501E-1,-5.644693375E-1,-8.819198608E-1
8.236853188E0,-4.189657569E-1,-4.828729630E-1,-1.397424698E0
8.241853188E0,-2.827811241E-1,-4.427756965E-1,-1.906055450E0
8.246853188E0,-1.895582080E-1,-3.923031688E-1,-2.378797054E0
8.251853188E0,-9.924656153E-2,-3.687029481E-1,-2.837995529E0
8.256853188E0,-6.197988987E-3,-3.613063693E-1,-3.278136253E0
8.261853188E0,7.417702675E-2,-3.465984762E-1,-3.695405006E0
8.266853188E0,1.684451997E-1,-3.560125232E-1,-4.044561386E0
8.271853188E0,2.264118493E-1,-3.503307104E-1,-4.387272358E0
8.276853188E0,3.103290200E-1,-3.362483978E-1,-4.676898956E0
8.281853188E0,4.000036120E-1,-3.350646794E-1,-4.894193649E0
8.286853188E0,4.904541969E-1,-3.166141510E-1,-5.086279392E0
8.291853188E0,5.972753167E-1,-3.125209808E-1,-5.268663883E0
8.296853188E0,7.033919096E-1,-3.094415069E-1,-5.461230278E0
8.301853188E0,8.202687502E-1,-3.177468777E-1,-5.641490936E0
8.306853188E0,9.320698977E-1,-3.499013782E-1,-5.829193115E0
8.311853188E0,1.004735708E0,-3.556566238E-1,-5.972966194E0
8.316853188E0,1.057723165E0,-4.049226642E-1,-6.068244934E0
8.321853188E0,1.078256726E0,-4.279056787E-1,-6.133649349E0
8.326853188E0,1.095506430E0,-4.336085916E-1,-6.194622040E0
8.331853188E0,1.144952297E0,-4.381680489E-1,-6.253382683E0
8.336853188E0,1.194406271E0,-4.541841149E-1,-6.244698524E0
8.341853188E0,1.160913944E0,-4.917562604E-1,-6.175510406E0
8.346853188E0,1.127730608E0,-5.243638158E-1,-6.052065849E0
8.351853188E0,1.072001934E0,-5.317894220E-1,-5.923290730E0
8.356853188E0,1.033272386E0,-5.511405468E-1,-5.811496258E0
8.361853188E0,1.037198544E0,-5.367506742E-1,-5.708908558E0
8.366853188E0,1.041589618E0,-5.554586053E-1,-5.630226135E0
8.371853188E0,1.103186369E0,-5.528179407E-1,-5.590688229E0
8.376853188E0,1.142077684E0,-5.476738214E-1,-5.573487759E0
8.381853188E0,1.175792098E0,-5.611099601E-1,-5.525805950E0
8.386853188E0,1.205638051E0,-5.883579254E-1,-5.433490276E0
8.391853188E0,1.222403884E0,-6.140861511E-1,-5.250899315E0
8.396853188E0,1.186736584E0,-6.258136630E-1,-5.015364170E0
8.401853188E0,1.140394211E0,-6.491585374E-1,-4.749232292E0
8.406853188E0,1.074711800E0,-6.844488978E-1,-4.434964657E0
8.411853188E0,9.906497002E-1,-7.090031505E-1,-4.072116852E0
8.416853188E0,9.107959867E-1,-7.218388915E-1,-3.793423176E0
8.421853188E0,8.349669576E-1,-7.423845530E-1,-3.509405136E0
8.426853188E0,7.441660166E-1,-7.619969249E-1,-3.269888878E0
8.431853188E0,6.298559308E-1,-7.977881432E-1,-3.062018871E0
8.436853188E0,5.479282141E-1,-8.018233180E-1,-2.894792557E0
8.441853188E0,5.126753449E-1,-8.243746758E-1,-2.770434380E0
8.446853188E0,5.007316470E-1,-8.490439057E-1,-2.698471546E0
8.451853188E0,5.485771894E-1,-8.625590801E-1,-2.563942432E0
8.456853188E0,6.250752211E-1,-8.644483089E-1,-2.428651810E0
8.461853188E0,7.236897945E-1,-8.425503969E-1,-2.317533493E0
8.466853188E0,8.248252869E-1,-8.046644330E-1,-2.193436623E0
8.471853188E0,9.320761561E-1,-7.828266025E-1,-2.064467907E0
8.476853188E0,1.063874602E0,-7.905896306E-1,-1.926290512E0
8.481853188E0,1.203835487E0,-7.995773554E-1,-1.741519928E0
8.486853188E0,1.298754692E0,-7.803127766E-1,-1.486820221E0
8.491853188E0,1.323457003E0,-7.614967823E-1,-1.171787262E0
8.496853188E0,1.268319607E0,-7.369853854E-1,-7.830772400E-1
8.501853188E0,1.151129961E0,-7.347365022E-1,-3.235607147E-1
8.506853188E0,9.901141524E-1,-7.634713650E-1,2.398128510E-1
8.511853188E0,7.797470093E-1,-8.333392143E-1,8.519763947E-1
8.516853188E0,5.431287885E-1,-8.814042807E-1,1.510435104E0
8.521853188E0,3.123777509E-1,-9.011433721E-1,2.082294464E0
8.526853188E0,8.647948503E-2,-8.978455067E-1,2.481245041E0
8.531853188E0,-8.766937256E-2,-8.306138515E-1,2.678255081E0
8.536853188E0,-2.168723345E-1,-7.645293474E-1,2.687437057E0
8.541853188E0,-2.553317547E-1,-7.399562597E-1,2.556633949E0
8.546853188E0,-2.150476575E-1,-7.493341565E-1,2.415375710E0
8.551853188E0,-9.292787313E-2,-7.491670847E-1,2.385587692E0
8.556853188E0,7.494360209E-2,-7.653576732E-1,2.528007507E0
8.561853188E0,2.606134415E-1,-7.662488818E-1,2.922199249E0
8.566853188E0,4.085221291E-1,-7.508029342E-1,3.466727257E0
8.571853188E0,5.167534947E-1,-7.569823265E-1,4.178911209E0
8.576853188E0,5.275948644E-1,-8.074223995E-1,4.979783058E0
8.581853188E0,4.723693728E-1,-8.750563264E-1,5.744812012E0
8.586853188E0,4.105049372E-1,-1.087383747E0,6.567895889E0
8.591853188E0,1.766527295E-1,-1.141652346E0,7.224779129E0
8.596853188E0,-9.703123569E-2,-1.202342987E0,7.718364716E0
8.601853188E0,4.508167505E-2,-1.620811701E0,8.241883278E0
8.606853188E0,1.139541268E-1,-1.908378959E0,8.509961128E0
8.611853188E0,4.729551077E-2,-2.081597090E0,8.579576492E0
8.616853188E0,-2.586545944E-1,-2.031298399E0,8.347414017E0
8.621853188E0,-6.654747725E-1,-1.717894554E0,7.865027428E0
8.626853188E0,-8.436868191E-1,-1.493983150E0,7.471786499E0
8.631853188E0,-9.086019993E-1,-1.283893347E0,6.971815109E0
8.636853188E0,-8.250007629E-1,-1.204879761E0,6.273839951E0
8.641853188E0,-7.284877896E-1,-1.213376522E0,5.681020737E0
8.646853188E0,-6.047599912E-1,-1.232459426E0,5.210577965E0
8.651853188E0,-4.548633695E-1,-1.211332321E0,4.854724884E0
8.656853188E0,-2.679621279E-1,-1.162210822E0,4.588778496E0
8.661853188E0,-3.516995907E-2,-1.094527006E0,4.406506538E0
8.666853188E0,2.535160184E-1,-1.052712202E0,4.241067886E0
8.671853188E0,5.958918929E-1,-1.016048789E0,4.065037727E0
8.676853188E0,9.560447931E-1,-9.604766369E-1,3.824122429E0
8.681853188E0,1.283418298E0,-8.963094354E-1,3.559385300E0
8.686853188E0,1.567974329E0,-8.325746059E-1,3.254691124E0
8.691853188E0,1.788910985E0,-7.552008033E-1,2.912141800E0
8.696853188E0,1.942828655E0,-6.820383072E-1,2.570490837E0
8.701853188E0,2.030984879E0,-5.977357626E-1,2.212461472E0
8.706853188E0,2.046266794E0,-5.298238993E-1,1.846394539E0
8.711853188E0,1.998828292E0,-4.490385652E-1,1.468575478E0
8.716853188E0,1.881724238E0,-3.639235497E-1,1.045945168E0
8.721853188E0,1.728639603E0,-2.680065632E-1,6.234426498E-1
8.726853188E0,1.561148524E0,-1.704494655E-1,1.674022675E-1
8.731853188E0,1.358342171E0,-8.158660680E-2,-3.339633942E-1
8.736853188E0,1.163402438E0,3.521062434E-3,-8.018207550E-1
8.741853188E0,9.879229069E-1,7.536220551E-2,-1.279791832E0
8.746853188E0,7.941614389E-1,1.405105591E-1,-1.747237206E0
8.751853188E0,5.930165648E-1,1.970206499E-1,-2.218589306E0
8.756853188E0,4.186137915E-1,2.691788077E-1,-2.666968822E0
8.761853188E0,2.686052918E-1,3.185327351E-1,-3.080739975E0
8.766853188E0,1.220309436E-1,3.772305548E-1,-3.446987152E0
8.771853188E0,-1.906225085E-2,4.563641548E-1,-3.766368866E0
8.776853188E0,-1.324372739E-1,5.579620004E-1,-4.013773918E0
8.781853188E0,-1.501991898E-1,6.076918840E-1,-4.335634232E0
8.786853188E0,-1.806476414E-1,6.503834724E-1,-4.588472366E0
8.791853188E0,-1.913829297E-1,6.993653178E-1,-4.796533585E0
8.796853188E0,-2.061676830E-1,7.252781391E-1,-4.900286674E0
8.801853188E0,-3.992565274E-1,8.866747618E-1,-4.962673187E0
8.806853188E0,-3.355944753E-1,9.688552618E-1,-4.832627296E0
8.811853188E0,-1.593685448E-1,1.070056558E0,-4.837065220E0
8.816853188E0,2.722389996E-1,9.978330135E-1,-4.765207291E0
8.821853188E0,6.672785878E-1,7.661798000E-1,-4.582170963E0
8.826853188E0,9.285278916E-1,6.801761389E-1,-4.398202896E0
8.831853188E0,9.111482501E-1,8.039456606E-1,-4.143007278E0
8.836853188E0,8.965330720E-1,1.006881237E0,-4.059288502E0
8.841853188E0,8.324254155E-1,1.148935914E0,-4.040374279E0
8.846853188E0,8.532344699E-1,1.203268647E0,-3.956472397E0
8.851853188E0,9.141124487E-1,1.284811974E0,-3.776199341E0
8.856853188E0,9.218821526E-1,1.308959723E0,-3.702894688E0
8.861853188E0,9.393482804E-1,1.247628689E0,-3.629886150E0
8.866853188E0,9.394437075E-1,1.190582275E0,-3.631885529E0
8.871853188E0,9.101366401E-1,1.159672022E0,-3.653793335E0
8.876853188E0,8.676763773E-1,1.146057606E0,-3.706574917E0
8.881853188E0,8.207141161E-1,1.132241488E0,-3.768427372E0
8.886853188E0,7.813623548E-1,1.136593342E0,-3.827098846E0
8.891853188E0,7.634096146E-1,1.136476874E0,-3.841030598E0
8.896853188E0,7.479105592E-1,1.130770683E0,-3.800824165E0
8.901853188E0,7.156854272E-1,1.112922072E0,-3.684575081E0
8.906853188E0,6.771051884E-1,1.094257593E0,-3.484406471E0
8.911853188E0,6.133273244E-1,1.076819897E0,-3.228402138E0
8.916853188E0,5.375037193E-1,1.066856027E0,-2.922466755E0
8.921853188E0,4.928698838E-1,1.062715769E0,-2.653889179E0
8.926853188E0,4.882890582E-1,1.084045649E0,-2.413263798E0
8.931853188E0,5.120915174E-1,1.099084973E0,-2.200374603E0
8.936853188E0,5.564177036E-1,1.123293400E0,-1.992411137E0
8.941853188E0,5.737339258E-1,1.137626410E0,-1.763954163E0
8.946853188E0,6.051896811E-1,1.191582084E0,-1.573753357E0
8.951853188E0,5.976426601E-1,1.226284504E0,-1.397589684E0
8.956853188E0,6.213063598E-1,1.269244432E0,-1.292008400E0
8.961853188E0,6.011569500E-1,1.318510413E0,-1.227721214E0
8.966853188E0,5.525228977E-1,1.346605301E0,-1.202310562E0
8.971853188E0,4.610512555E-1,1.358807087E0,-1.220313072E0
8.976853188E0,3.364039063E-1,1.376836300E0,-1.195022583E0
8.981853188E0,1.668231636E-1,1.384613752E0,-1.143397331E0
8.986853188E0,-2.047395706E-2,1.351367712E0,-1.070617676E0
8.991853188E0,-2.248201519E-1,1.299904227E0,-9.750537872E-1
8.996853188E0,-4.386338294E-1,1.288427711E0,-8.753185272E-1
9.001853188E0,-6.287223697E-1,1.272288084E0,-7.692661285E-1
9.006853188E0,-7.960315943E-1,1.276070356E0,-6.755027771E-1
9.011853188E0,-8.945964575E-1,1.268440008E0,-5.390300751E-1
9.016853188E0,-9.197177291E-1,1.228549719E0,-3.812198639E-1
9.021853188E0,-1.157852888E0,1.244654179E0,-5.411434174E-2
9.026853188E0,-7.270081639E-1,1.058597565E0,1.483135223E-1
9.031853188E0,-3.539654613E-1,8.842893243E-1,4.418134689E-1
9.036853188E0,-3.765107095E-1,8.976467252E-1,1.047234535E0
9.041853188E0,-4.808988571E-1,9.513648748E-1,1.731863976E0
9.046853188E0,-4.910216331E-1,1.009078622E0,2.211722374E0
9.051853188E0,-5.372381210E-1,9.893289804E-1,2.661356926E0
9.056853188E0,-6.963428259E-1,9.102548361E-1,3.102222443E0
9.061853188E0,-9.475344419E-1,8.426767588E-1,3.574739456E0
9.066853188E0,-1.224342585E0,8.227181435E-1,4.066342354E0
9.071853188E0,-1.510624051E0,8.524472713E-1,4.504513741E0
9.076853188E0,-1.698545933E0,9.244399071E-1,4.735051155E0
9.081853188E0,-1.800868034E0,1.145773172E0,4.629781723E0
