"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.058185301E1,6.772899032E-1,-1.659730077E-1,-5.806280613E0
5.058685301E1,7.263494730E-1,-1.864712238E-1,-5.549941063E0
5.059185301E1,7.534636259E-1,-2.042022943E-1,-5.289713860E0
5.059685301E1,7.325549126E-1,-2.300002575E-1,-5.046226501E0
5.060185301E1,6.889089942E-1,-2.451635003E-1,-4.876718998E0
5.060685301E1,6.635013819E-1,-2.732930779E-1,-4.728359222E0
5.061185301E1,5.983899832E-1,-2.976842523E-1,-4.667221546E0
5.061685301E1,5.723981857E-1,-2.742837071E-1,-4.584295273E0
5.062185301E1,5.424140692E-1,-2.175946832E-1,-4.460083008E0
5.062685301E1,5.594279170E-1,-1.745407581E-1,-4.366709232E0
5.063185301E1,6.108602881E-1,-1.188027859E-1,-4.257254124E0
5.063685301E1,6.960966587E-1,-7.419872284E-2,-4.202886581E0
5.064185301E1,7.397717834E-1,-1.794862747E-2,-4.159646988E0
5.064685301E1,7.506403923E-1,5.197107792E-2,-4.029716969E0
5.065185301E1,7.636415958E-1,1.269851923E-1,-3.845913887E0
5.065685301E1,7.887940407E-1,1.857351065E-1,-3.697165012E0
5.066185301E1,7.847715616E-1,2.464110851E-1,-3.524733543E0
5.066685301E1,7.703994513E-1,3.186849356E-1,-3.306750298E0
5.067185301E1,7.557199597E-1,3.779416084E-1,-3.045644283E0
5.067685301E1,7.203001976E-1,4.255474806E-1,-2.713538647E0
5.068185301E1,6.555877328E-1,4.494904280E-1,-2.307582378E0
5.068685301E1,5.744612813E-1,4.144666195E-1,-1.762365341E0
5.069185301E1,4.936929643E-1,3.871686459E-1,-1.127019882E0
5.069685301E1,3.825005293E-1,3.504096270E-1,-4.404382706E-1
5.070185301E1,1.937969029E-1,2.784032822E-1,3.170671463E-1
5.070685301E1,2.964150906E-2,1.766372919E-1,1.114359856E0
5.071185301E1,-1.540345699E-1,9.383857250E-2,1.848374367E0
5.071685301E1,-2.799930573E-1,4.318159819E-2,2.564400673E0
5.072185301E1,-3.979686797E-1,2.015906572E-2,3.247392654E0
5.072685301E1,-5.166490078E-1,1.473766565E-2,3.925314903E0
5.073185301E1,-6.227071285E-1,5.615705252E-2,4.463304520E0
5.073685301E1,-7.333223820E-1,7.863444090E-2,4.836549759E0
5.074185301E1,-9.370954037E-1,1.147330403E-1,5.100010872E0
5.074685301E1,-1.192503572E0,1.582529545E-1,5.249444962E0
5.075185301E1,-1.421444178E0,2.187722921E-1,5.248445511E0
5.075685301E1,-1.565572023E0,2.634697556E-1,5.089072227E0
5.076185301E1,-1.687474132E0,3.597526550E-1,4.844080925E0
5.076685301E1,-1.788754582E0,5.082264543E-1,4.666132927E0
5.077185301E1,-1.797819972E0,6.666120887E-1,4.601391792E0
5.077685301E1,-1.724858522E0,7.593145370E-1,4.615729332E0
5.078185301E1,-1.611969590E0,7.838313580E-1,4.745840073E0
5.078685301E1,-1.483740687E0,8.143503070E-1,5.019547462E0
5.079185301E1,-1.325093508E0,8.408774734E-1,5.414201736E0
5.079685301E1,-1.121667624E0,8.056458235E-1,5.828146935E0
5.080185301E1,-7.648875713E-1,6.824381948E-1,6.268083572E0
5.080685301E1,-3.432588577E-1,5.137451291E-1,6.807656288E0
5.081185301E1,-7.176662982E-2,4.314170480E-1,7.282994270E0
5.081685301E1,6.003795564E-2,3.814809322E-1,7.578608513E0
5.082185301E1,1.528225243E-1,2.653244734E-1,7.766907692E0
5.082685301E1,2.011526227E-1,9.910631180E-2,7.878252983E0
5.083185301E1,1.866045743E-1,-9.001046419E-2,7.843541145E0
5.083685301E1,1.098678708E-1,-2.740513682E-1,7.750671387E0
5.084185301E1,-8.747389913E-2,-4.098925591E-1,7.624078751E0
5.084685301E1,-3.451702595E-1,-5.266951919E-1,7.479242325E0
5.085185301E1,-5.072869062E-1,-5.981004238E-1,7.352853775E0
5.085685301E1,-5.241527557E-1,-6.473206282E-1,7.176636696E0
5.086185301E1,-4.345143437E-1,-6.987813711E-1,7.046951294E0
5.086685301E1,-3.063035607E-1,-7.108591795E-1,6.964550972E0
5.087185301E1,-1.683977544E-1,-6.864433885E-1,6.874009132E0
5.087685301E1,-2.714717388E-2,-6.931171417E-1,6.738658905E0
5.088185301E1,9.410700202E-2,-7.151608467E-1,6.560270309E0
5.088685301E1,1.659518480E-1,-7.104882002E-1,6.349351883E0
5.089185301E1,2.299698889E-1,-7.336701751E-1,6.122060776E0
5.089685301E1,2.742812932E-1,-8.024587035E-1,5.841180801E0
5.090185301E1,2.526133657E-1,-8.721916080E-1,5.487663269E0
5.090685301E1,1.947998405E-1,-9.481687546E-1,5.030818939E0
5.091185301E1,9.969171882E-2,-1.007759929E0,4.551185608E0
5.091685301E1,-3.230625391E-2,-1.046424389E0,4.070657730E0
5.092185301E1,-1.179113388E-1,-1.031765342E0,3.562451363E0
5.092685301E1,-1.874535084E-1,-1.061445832E0,3.015711784E0
5.093185301E1,-2.396484166E-1,-1.069465518E0,2.437113762E0
5.093685301E1,-3.262045979E-1,-1.070093632E0,1.886847496E0
5.094185301E1,-4.394852519E-1,-1.038542747E0,1.374756813E0
5.094685301E1,-4.962726831E-1,-1.035723686E0,8.832530975E-1
5.095185301E1,-5.689195395E-1,-1.030498385E0,3.666477203E-1
5.095685301E1,-6.659097075E-1,-1.000401258E0,-1.523694992E-1
5.096185301E1,-7.757918835E-1,-9.708566070E-1,-6.505479813E-1
5.096685301E1,-8.957846165E-1,-9.264070988E-1,-1.193568230E0
5.097185301E1,-1.029933691E0,-8.986600041E-1,-1.708380699E0
5.097685301E1,-1.143424749E0,-8.545695543E-1,-2.249990940E0
5.098185301E1,-1.204327822E0,-8.012606502E-1,-2.772605896E0
5.098685301E1,-1.229880810E0,-7.363014221E-1,-3.296096325E0
5.099185301E1,-1.234358788E0,-6.775051951E-1,-3.798988819E0
5.099685301E1,-1.196244359E0,-6.240437627E-1,-4.256501198E0
5.100185301E1,-1.091872096E0,-5.738510489E-1,-4.626680374E0
5.100685301E1,-1.000274897E0,-5.326889157E-1,-4.926102638E0
5.101185301E1,-8.822531104E-1,-4.850162268E-1,-5.185147285E0
5.101685301E1,-7.536718845E-1,-4.442184865E-1,-5.396693230E0
5.102185301E1,-6.490123272E-1,-4.000390768E-1,-5.589150429E0
5.102685301E1,-5.782649517E-1,-3.896611035E-1,-5.738792896E0
5.103185301E1,-4.965965152E-1,-3.677774668E-1,-5.872622490E0
5.103685301E1,-4.016606808E-1,-3.320619166E-1,-5.979934216E0
5.104185301E1,-3.461376727E-1,-3.096659184E-1,-6.073986053E0
5.104685301E1,-2.271037400E-1,-3.042569757E-1,-6.174701691E0
5.105185301E1,-2.038837224E-1,-2.841627002E-1,-6.156298637E0
5.105685301E1,-1.908677220E-1,-2.505068779E-1,-6.118090153E0
5.106185301E1,-1.776994020E-1,-2.336560488E-1,-6.039676666E0
5.106685301E1,-1.550570577E-1,-2.038551569E-1,-5.991610050E0
5.107185301E1,-1.233050749E-1,-1.966438890E-1,-5.978340149E0
5.107685301E1,-1.406273842E-1,-1.701137424E-1,-5.977985382E0
5.108185301E1,-1.719858348E-1,-1.353669167E-1,-5.959953785E0
5.108685301E1,-1.823477745E-1,-9.531003237E-2,-5.990236759E0
5.109185301E1,-1.624518633E-1,-5.636501312E-2,-6.094538689E0
5.109685301E1,-1.461656243E-1,-2.468228340E-3,-6.219947815E0
5.110185301E1,-1.408441663E-1,4.015064240E-2,-6.318760872E0
5.110685301E1,-1.236599237E-1,6.378293037E-2,-6.376081467E0
5.111185301E1,-2.472464740E-2,8.108621836E-2,-6.375429630E0
5.111685301E1,1.208651513E-1,9.702605009E-2,-6.357118607E0
5.112185301E1,2.245251834E-1,1.212038994E-1,-6.204400063E0
5.112685301E1,2.843116522E-1,1.510738730E-1,-6.026848793E0
5.113185301E1,3.222907782E-1,1.480327845E-1,-5.831723690E0
5.113685301E1,3.567049503E-1,1.151264310E-1,-5.588174820E0
5.114185301E1,4.130965173E-1,8.929789066E-2,-5.360353947E0
5.114685301E1,3.969834447E-1,1.308272481E-1,-5.039661884E0
5.115185301E1,4.026790857E-1,1.786682010E-1,-4.808372498E0
5.115685301E1,4.016480148E-1,2.161416411E-1,-4.675990582E0
5.116185301E1,3.469931483E-1,2.438459396E-1,-4.583248138E0
5.116685301E1,2.575632632E-1,2.493060231E-1,-4.454138756E0
5.117185301E1,1.431008279E-1,2.393777370E-1,-4.239002705E0
5.117685301E1,5.979747325E-2,2.309233546E-1,-3.963426113E0
5.118185301E1,-2.765765041E-2,2.428461313E-1,-3.627694130E0
5.118685301E1,-9.642644227E-2,2.558909655E-1,-3.262136459E0
5.119185301E1,-1.655161530E-1,2.333568931E-1,-2.877859116E0
5.119685301E1,-2.338270247E-1,1.898760200E-1,-2.486720562E0
5.120185301E1,-3.015334308E-1,1.750556827E-1,-2.064170837E0
5.120685301E1,-3.535720706E-1,1.822290421E-1,-1.635833740E0
5.121185301E1,-3.067998290E-1,2.079224586E-1,-1.198626518E0
5.121685301E1,-2.158733308E-1,2.084481716E-1,-7.807350159E-1
5.122185301E1,-7.094934583E-2,2.044683695E-1,-3.856029510E-1
5.122685301E1,6.846046448E-2,1.807397604E-1,-6.429195404E-2
5.123185301E1,2.101609409E-1,1.340624690E-1,2.923946381E-1
5.123685301E1,3.601967990E-1,7.219600677E-2,6.878147125E-1
5.124185301E1,5.143332481E-1,1.453518867E-3,1.261656761E0
5.124685301E1,6.920884252E-1,-2.100515366E-2,1.915579796E0
5.125185301E1,8.386383057E-1,-4.643487930E-2,2.611454010E0
5.125685301E1,9.129353762E-1,-6.377583742E-2,3.303241730E0
5.126185301E1,9.259325862E-1,-4.154026508E-2,3.992063522E0
5.126685301E1,9.093731046E-1,2.701860666E-2,4.643984795E0
5.127185301E1,8.751097322E-1,9.845161438E-2,5.191106796E0
5.127685301E1,8.147228956E-1,1.905958652E-1,5.555792809E0
5.128185301E1,6.921917796E-1,2.695459723E-1,5.697928429E0
5.128685301E1,4.556654692E-1,3.302293420E-1,5.621741295E0
5.129185301E1,1.874020696E-1,4.216647744E-1,5.373310089E0
5.129685301E1,-5.163419247E-2,5.692386031E-1,5.110352516E0
5.130185301E1,-1.608381271E-1,7.094662189E-1,4.836778641E0
5.130685301E1,-1.542596817E-1,7.647712827E-1,4.614155769E0
5.131185301E1,-9.225130081E-2,7.666394711E-1,4.462600708E0
5.131685301E1,-1.224011183E-2,7.674576640E-1,4.373351097E0
5.132185301E1,1.276199222E-1,7.421675920E-1,4.421786308E0
5.132685301E1,3.698832989E-1,6.900750399E-1,4.571531296E0
5.133185301E1,6.491370797E-1,6.438188553E-1,4.797929764E0
5.133685301E1,1.075809479E0,7.108527422E-1,5.001566887E0
5.134185301E1,1.690757036E0,8.141616583E-1,5.036336899E0
5.134685301E1,1.558169842E0,3.203250468E-1,5.561964035E0
5.135185301E1,1.294416547E0,2.452674508E-2,6.069057465E0
5.135685301E1,9.349361062E-1,-1.009863019E-1,6.529529572E0
5.136185301E1,4.952833056E-1,-3.244731426E-1,7.071498871E0
5.136685301E1,1.114987135E-1,-6.239036322E-1,7.480284691E0
5.137185301E1,-2.856020927E-1,-8.885267377E-1,7.632912636E0
5.137685301E1,-6.623616815E-1,-1.093645096E0,7.623397827E0
5.138185301E1,-9.175053835E-1,-1.227138758E0,7.528528214E0
5.138685301E1,-1.107995868E0,-1.330602527E0,7.404560089E0
5.139185301E1,-1.267032146E0,-1.420087218E0,7.141557693E0
5.139685301E1,-1.342936635E0,-1.486353874E0,6.888154030E0
5.140185301E1,-1.308334827E0,-1.538146853E0,6.636282921E0
5.140685301E1,-1.169705629E0,-1.558715463E0,6.375828743E0
5.141185301E1,-8.817355037E-1,-1.576016307E0,6.092247963E0
5.141685301E1,-4.362324774E-1,-1.569822192E0,5.767847061E0
5.142185301E1,3.735774755E-2,-1.576006293E0,5.406591415E0
5.142685301E1,4.931260347E-1,-1.542087078E0,5.036306381E0
5.143185301E1,9.259814620E-1,-1.491758108E0,4.584132195E0
5.143685301E1,1.284584522E0,-1.436313272E0,4.036619186E0
5.144185301E1,1.562738657E0,-1.340592146E0,3.453810692E0
5.144685301E1,1.807297468E0,-1.268489718E0,2.826496124E0
5.145185301E1,1.960582137E0,-1.177922249E0,2.149863243E0
5.145685301E1,2.074141979E0,-1.057819366E0,1.464945793E0
5.146185301E1,2.157901525E0,-9.536521435E-1,8.141775131E-1
5.146685301E1,2.134892941E0,-8.164507151E-1,2.908906937E-1
5.147185301E1,2.042744637E0,-7.134608030E-1,-7.834339142E-2
5.147685301E1,1.886642933E0,-6.369665861E-1,-3.644905090E-1
5.148185301E1,1.708651781E0,-5.641168356E-1,-5.583877563E-1
5.148685301E1,1.474192262E0,-5.022625327E-1,-7.310619354E-1
5.149185301E1,1.235606432E0,-4.457706213E-1,-9.123544693E-1
5.149685301E1,1.015072823E0,-3.831914067E-1,-1.154261589E0
5.150185301E1,7.744479179E-1,-3.590682447E-1,-1.450946808E0
5.150685301E1,5.113853216E-1,-3.215708435E-1,-1.842403412E0
5.151185301E1,2.275928855E-1,-2.793742716E-1,-2.272682667E0
5.151685301E1,-1.005893946E-2,-2.290475070E-1,-2.695934296E0
5.152185301E1,-1.899439096E-1,-1.974627376E-1,-3.108764172E0
5.152685301E1,-3.449581861E-1,-1.743061841E-1,-3.533740997E0
5.153185301E1,-4.833174646E-1,-1.425074339E-1,-3.910502911E0
5.153685301E1,-5.250825882E-1,-1.001386344E-1,-4.309912205E0
5.154185301E1,-5.209445357E-1,-7.107707858E-2,-4.684614658E0
5.154685301E1,-4.785273671E-1,-6.025880575E-2,-5.043904305E0
5.155185301E1,-4.322701693E-1,-3.289270401E-2,-5.337489128E0
5.155685301E1,-3.805631101E-1,2.340114117E-2,-5.582304955E0
5.156185301E1,-2.579300702E-1,5.569195747E-2,-5.839243412E0
5.156685301E1,-1.162892133E-1,7.587885857E-2,-6.072947502E0
5.157185301E1,3.378799558E-2,9.920388460E-2,-6.241304874E0
5.157685301E1,1.318915635E-1,1.370993257E-1,-6.363556862E0
5.158185301E1,2.172268480E-1,1.805927157E-1,-6.438556671E0
5.158685301E1,2.371699214E-1,1.771970987E-1,-6.470806599E0
5.159185301E1,2.759801149E-1,1.774987578E-1,-6.485653877E0
5.159685301E1,2.828785777E-1,1.954630613E-1,-6.445823193E0
5.160185301E1,2.951979339E-1,2.290466428E-1,-6.353156567E0
5.160685301E1,2.859179378E-1,2.438249588E-1,-6.255393505E0
5.161185301E1,2.850930989E-1,2.364751697E-1,-6.128056526E0
5.161685301E1,2.593252063E-1,2.216836214E-1,-5.961490154E0
5.162185301E1,2.724577487E-1,2.413879633E-1,-5.812152863E0
5.162685301E1,2.806276083E-1,2.181524038E-1,-5.592630863E0
5.163185301E1,3.095555902E-1,1.846362948E-1,-5.366836548E0
5.163685301E1,3.954738975E-1,1.457239985E-1,-5.180240154E0
5.164185301E1,4.716424346E-1,1.207345724E-1,-5.025616169E0
5.164685301E1,4.890720546E-1,1.286879778E-1,-4.928645134E0
5.165185301E1,4.686120450E-1,1.452389956E-1,-4.844171047E0
5.165685301E1,5.407238603E-1,1.871035695E-1,-4.806546211E0
5.166185301E1,6.250550151E-1,2.157949209E-1,-4.786583424E0
5.166685301E1,6.791155934E-1,2.478140593E-1,-4.714025497E0
5.167185301E1,7.207835913E-1,2.998347282E-1,-4.582717419E0
5.167685301E1,7.934576869E-1,3.483729362E-1,-4.433752537E0
5.168185301E1,8.896639943E-1,3.977217674E-1,-4.241884708E0
5.168685301E1,1.006097436E0,4.568641186E-1,-4.047215462E0
5.169185301E1,1.061948657E0,5.229144096E-1,-3.855757713E0
5.169685301E1,1.092290401E0,5.874638557E-1,-3.634617329E0
5.170185301E1,1.075708866E0,6.117824316E-1,-3.392770767E0
5.170685301E1,1.036981940E0,6.491740942E-1,-3.154246330E0
5.171185301E1,9.714200497E-1,6.533542871E-1,-2.852865219E0
5.171685301E1,9.046165943E-1,6.671245098E-1,-2.503765106E0
5.172185301E1,8.225997686E-1,6.635601521E-1,-2.171772003E0
5.172685301E1,7.302777767E-1,6.755665541E-1,-1.853285789E0
5.173185301E1,6.348909736E-1,6.894009113E-1,-1.530705452E0
5.173685301E1,5.372954607E-1,7.323642969E-1,-1.215650558E0
5.174185301E1,4.721727669E-1,7.741571665E-1,-8.520679474E-1
5.174685301E1,4.367615879E-1,8.139933348E-1,-4.886302948E-1
5.175185301E1,4.079818428E-1,8.285826445E-1,-7.591247559E-2
5.175685301E1,3.673981130E-1,7.919130325E-1,3.552274704E-1
5.176185301E1,3.467379808E-1,7.780752182E-1,7.524747849E-1
5.176685301E1,2.990711629E-1,7.554757595E-1,1.059698105E0
5.177185301E1,2.735748589E-1,7.335304022E-1,1.323325157E0
5.177685301E1,2.431251109E-1,7.094496489E-1,1.537541389E0
5.178185301E1,2.509111464E-1,7.074038982E-1,1.720930099E0
5.178685301E1,2.264690548E-1,7.476116419E-1,1.976515770E0
5.179185301E1,2.149813622E-1,7.712681293E-1,2.237972260E0
5.179685301E1,1.896826029E-1,7.762975693E-1,2.520729065E0
5.180185301E1,1.802564114E-1,7.833206654E-1,2.881020546E0
5.180685301E1,1.321432889E-1,7.935788631E-1,3.247939110E0
5.181185301E1,4.531314224E-2,8.098942041E-1,3.580949783E0
5.181685301E1,-3.758337349E-2,8.176456690E-1,3.755485535E0
5.182185301E1,-1.565171778E-1,7.939046621E-1,3.764887810E0
5.182685301E1,-3.954035640E-1,7.705610394E-1,3.808546066E0
5.183185301E1,-6.815460324E-1,7.679765224E-1,3.928337097E0
5.183685301E1,-9.445041418E-1,7.736858726E-1,4.114135742E0
5.184185301E1,-1.136233807E0,7.704946399E-1,4.347003937E0
5.184685301E1,-1.265475869E0,7.087169290E-1,4.651171684E0
5.185185301E1,-1.311729193E0,5.851833820E-1,5.039215088E0
5.185685301E1,-1.300211668E0,4.374541044E-1,5.591896057E0
5.186185301E1,-1.256465197E0,2.861949205E-1,6.302797318E0
5.186685301E1,-1.220452666E0,1.081871986E-1,7.098732948E0
5.187185301E1,-1.188960433E0,-5.995324254E-2,7.875244141E0
5.187685301E1,-1.124304652E0,-2.164185643E-1,8.535308838E0
5.188185301E1,-1.034994960E0,-4.220152795E-1,9.109187126E0
5.188685301E1,-1.016543269E0,-6.092915535E-1,9.465511322E0
5.189185301E1,-1.100280881E0,-7.832491398E-1,9.528182030E0
5.189685301E1,-1.202485085E0,-9.309743643E-1,9.412027359E0
5.190185301E1,-1.265886307E0,-1.090330720E0,9.179435730E0
5.190685301E1,-1.299695373E0,-1.212641835E0,8.920331955E0
5.191185301E1,-1.260472536E0,-1.295655727E0,8.613319397E0
5.191685301E1,-1.072906733E0,-1.336000800E0,8.287764549E0
5.192185301E1,-8.257673979E-1,-1.395627260E0,7.982127190E0
5.192685301E1,-6.001250744E-1,-1.402025342E0,7.571866989E0
5.193185301E1,-4.595845342E-1,-1.396591187E0,7.015731812E0
5.193685301E1,-3.847580552E-1,-1.397607327E0,6.423390388E0
5.194185301E1,-3.363585174E-1,-1.402620316E0,5.833055496E0
5.194685301E1,-2.718870640E-1,-1.374319792E0,5.197093010E0
5.195185301E1,-2.232405841E-1,-1.341444016E0,4.587254524E0
5.195685301E1,-1.673274785E-1,-1.288656473E0,4.001206398E0
5.196185301E1,-1.259794384E-1,-1.232834816E0,3.483901024E0
5.196685301E1,-1.193889752E-1,-1.163698316E0,2.979273796E0
5.197185301E1,-1.099044830E-1,-1.097596288E0,2.426595688E0
5.197685301E1,-1.328424215E-1,-1.052981496E0,1.912734985E0
5.198185301E1,-1.709964573E-1,-9.936563969E-1,1.428725243E0
5.198685301E1,-2.195584327E-1,-9.212657213E-1,9.814472198E-1
5.199185301E1,-2.471562326E-1,-8.678535223E-1,5.551776886E-1
5.199685301E1,-2.958380580E-1,-8.183991909E-1,1.264734268E-1
5.200185301E1,-3.196129799E-1,-7.786957622E-1,-2.687015533E-1
5.200685301E1,-3.385227919E-1,-7.463935614E-1,-6.543560028E-1
5.201185301E1,-3.337695301E-1,-7.129055262E-1,-1.022771835E0
5.201685301E1,-3.372881711E-1,-6.886305213E-1,-1.366230011E0
5.202185301E1,-3.500156105E-1,-6.703000069E-1,-1.763781548E0
5.202685301E1,-3.743323684E-1,-6.568261385E-1,-2.138005257E0
5.203185301E1,-3.953002691E-1,-6.335262060E-1,-2.520309448E0
5.203685301E1,-4.027790427E-1,-6.337254643E-1,-2.919350624E0
5.204185301E1,-4.212799072E-1,-6.385084391E-1,-3.289685249E0
5.204685301E1,-4.119408131E-1,-6.153787374E-1,-3.622801781E0
5.205185301E1,-4.029353559E-1,-5.921345353E-1,-3.938045979E0
5.205685301E1,-3.860327005E-1,-5.706186295E-1,-4.257181644E0
5.206185301E1,-3.612078726E-1,-5.576211214E-1,-4.543447971E0
5.206685301E1,-3.505454063E-1,-5.599102974E-1,-4.788667202E0
5.207185301E1,-3.367369473E-1,-5.688927174E-1,-5.018996716E0
5.207685301E1,-3.322021961E-1,-5.572459698E-1,-5.180905819E0
5.208185301E1,-3.524686098E-1,-5.529402494E-1,-5.349434376E0
5.208685301E1,-3.862333596E-1,-5.681819320E-1,-5.498736858E0
5.209185301E1,-4.186651111E-1,-5.421952009E-1,-5.630829334E0
5.209685301E1,-4.058945775E-1,-5.393567085E-1,-5.746530533E0
5.210185301E1,-3.818289042E-1,-5.320460796E-1,-5.845686913E0
5.210685301E1,-3.802751303E-1,-5.130571127E-1,-5.884408951E0
5.211185301E1,-3.862048090E-1,-5.062215328E-1,-5.902023315E0
5.211685301E1,-4.076879323E-1,-5.059512854E-1,-5.892756462E0
5.212185301E1,-4.044483602E-1,-4.806885123E-1,-5.910137177E0
5.212685301E1,-3.710452914E-1,-4.434381723E-1,-5.936072826E0
5.213185301E1,-3.284267783E-1,-4.162812829E-1,-6.011974335E0
5.213685301E1,-3.084459603E-1,-3.870656490E-1,-6.061347008E0
5.214185301E1,-3.349805474E-1,-3.546756506E-1,-6.065284252E0
5.214685301E1,-3.163731992E-1,-3.260288835E-1,-6.067775726E0
5.215185301E1,-2.981856465E-1,-2.674553394E-1,-6.082497120E0
5.215685301E1,-3.067375720E-1,-2.224282026E-1,-6.135453224E0
5.216185301E1,-2.595168352E-1,-1.738219857E-1,-6.214941025E0
5.216685301E1,-2.110265642E-1,-1.153734326E-1,-6.312726974E0
5.217185301E1,-2.127953768E-1,-5.250483751E-2,-6.411513805E0
5.217685301E1,-1.878473908E-1,1.976078749E-2,-6.476725578E0
5.218185301E1,-1.510599554E-1,7.271236181E-2,-6.486990452E0
5.218685301E1,-9.020975977E-2,1.246470213E-1,-6.430132866E0
5.219185301E1,-2.346059494E-2,1.890620589E-1,-6.316919327E0
5.219685301E1,4.594257567E-3,2.344269753E-1,-6.126380920E0
5.220185301E1,3.261813521E-2,2.868697643E-1,-5.918265820E0
5.220685301E1,5.888477713E-2,3.036627769E-1,-5.696987629E0
5.221185301E1,5.198966712E-2,3.248372078E-1,-5.372108936E0
5.221685301E1,-1.126547158E-2,3.330004215E-1,-4.921360016E0
5.222185301E1,-1.006787792E-1,3.506921530E-1,-4.419803143E0
5.222685301E1,-2.088892758E-1,3.778389096E-1,-3.887245655E0
5.223185301E1,-3.090258837E-1,4.067566395E-1,-3.348331928E0
5.223685301E1,-3.729047477E-1,4.279457331E-1,-2.772126198E0
5.224185301E1,-4.343560040E-1,4.466437697E-1,-2.188258171E0
5.224685301E1,-5.171824098E-1,4.378337264E-1,-1.574283600E0
5.225185301E1,-5.728740692E-1,4.208877087E-1,-9.836921692E-1
5.225685301E1,-5.812007785E-1,3.934952617E-1,-4.133996964E-1
5.226185301E1,-5.372898579E-1,3.850540519E-1,7.921409607E-2
5.226685301E1,-4.398405552E-1,3.927528858E-1,5.376682281E-1
5.227185301E1,-3.013150692E-1,4.023054242E-1,9.443197250E-1
5.227685301E1,-1.296522021E-1,4.275925756E-1,1.335548401E0
5.228185301E1,7.663607597E-2,4.640221000E-1,1.642621994E0
5.228685301E1,2.854111195E-1,5.213782191E-1,1.966895103E0
5.229185301E1,4.940862060E-1,5.614904761E-1,2.327152252E0
5.229685301E1,6.289049387E-1,5.317997932E-1,2.700078011E0
5.230185301E1,7.161461711E-1,4.687588215E-1,3.119270325E0
5.230685301E1,7.802832127E-1,4.076152444E-1,3.625699997E0
5.231185301E1,8.085060120E-1,3.341138959E-1,4.147263527E0
5.231685301E1,8.185898662E-1,2.622809410E-1,4.727256775E0
5.232185301E1,7.895151377E-1,1.922947168E-1,5.313678741E0
5.232685301E1,7.973321080E-1,1.739299893E-1,5.856581688E0
5.233185301E1,8.419328928E-1,1.903245449E-1,6.338274002E0
5.233685301E1,8.951388001E-1,2.356656194E-1,6.666049004E0
5.234185301E1,8.730829954E-1,2.567737699E-1,6.783164024E0
5.234685301E1,7.493712306E-1,2.596855164E-1,6.697223663E0
5.235185301E1,5.997824669E-1,2.644695044E-1,6.487391472E0
5.235685301E1,4.007399678E-1,2.677344680E-1,6.271311760E0
5.236185301E1,2.321281433E-1,2.835639119E-1,6.012553215E0
5.236685301E1,1.443341374E-1,2.817257643E-1,5.796521187E0
5.237185301E1,1.480900645E-1,3.151629269E-1,5.576443672E0
5.237685301E1,1.787679195E-1,3.454368412E-1,5.349802017E0
5.238185301E1,2.257708907E-1,3.299172521E-1,5.194992065E0
5.238685301E1,2.875241637E-1,2.928439677E-1,5.061284065E0
5.239185301E1,3.340795636E-1,2.816008329E-1,4.938610077E0
5.239685301E1,3.728420138E-1,2.218415439E-1,4.898066521E0
5.240185301E1,3.785572052E-1,1.259660423E-1,4.921244621E0
5.240685301E1,3.698174953E-1,-1.985123754E-2,4.965169907E0
5.241185301E1,3.318206072E-1,-1.600380242E-1,5.063581467E0
5.241685301E1,2.860563993E-1,-3.268289566E-1,5.221439362E0
5.242185301E1,1.734080315E-1,-4.769894779E-1,5.352333069E0
5.242685301E1,-4.932880402E-4,-5.960214138E-1,5.420642853E0
5.243185301E1,-1.649666429E-1,-7.353965044E-1,5.438330650E0
5.243685301E1,-3.588410616E-1,-8.943853378E-1,5.482741356E0
5.244185301E1,-4.921013415E-1,-9.993930459E-1,5.536627769E0
5.244685301E1,-5.741646290E-1,-1.097128153E0,5.480422974E0
5.245185301E1,-5.794407129E-1,-1.180899620E0,5.271639824E0
5.245685301E1,-6.054920554E-1,-1.241160989E0,5.077449799E0
5.246185301E1,-5.109828711E-1,-1.271416306E0,4.815738678E0
5.246685301E1,-3.659949303E-1,-1.245562911E0,4.484645844E0
5.247185301E1,-1.549596190E-1,-1.217684746E0,4.085484505E0
5.247685301E1,1.599151492E-1,-1.192606807E0,3.549225807E0
5.248185301E1,5.294080973E-1,-1.138813734E0,2.939497948E0
5.248685301E1,9.406898022E-1,-1.072650909E0,2.295324326E0
5.249185301E1,1.361484289E0,-1.009377599E0,1.693923950E0
5.249685301E1,1.791290045E0,-8.888856173E-1,1.163294792E0
5.250185301E1,2.215995312E0,-7.607062459E-1,6.493902206E-1
5.250685301E1,2.634486675E0,-6.131992936E-1,2.050657272E-1
5.251185301E1,3.014283419E0,-4.644638002E-1,-1.693429947E-1
5.251685301E1,3.314922333E0,-3.240939081E-1,-4.785842896E-1
5.252185301E1,3.504339457E0,-2.334188521E-1,-7.223587036E-1
5.252685301E1,3.580093384E0,-1.530223191E-1,-9.439220428E-1
5.253185301E1,3.555266619E0,-8.801978827E-2,-1.060708046E0
5.253685301E1,3.429697514E0,-2.067393064E-2,-1.112620354E0
5.254185301E1,3.231459856E0,8.838772774E-4,-1.132161140E0
5.254685301E1,2.966868639E0,-1.870328188E-2,-1.039360046E0
